"","var","importance","mean","sd","min","q25","med","q75","max"
"1","brick_sss",28.94,0.425829494942801,0.012955942904681,0.418875386173127,0.419233832989677,0.419276446360467,0.422947240708302,0.448814568482434
"2","brick_tbtm",26.45,0.475207918456025,0.0179001249022654,0.450263737396558,0.46362311195308,0.480122573209635,0.490193158827048,0.491837010893802
"3","log_depth",23.26,0.538573287396318,0.0108593164680021,0.527117787969238,0.527912034349931,0.540326420298813,0.545891859767923,0.551618334595685
"4","brick_sbtm",9.85,0.804529527057806,0.00398000600575829,0.798665911992067,0.80332073213001,0.804520790490317,0.806963929065433,0.809176271611202
"5","brick_sst",8.98,0.821867875405577,0.00490105747493158,0.81471959449916,0.82109733499776,0.821163911099496,0.82434650754096,0.82801202889051
"6","brick_mld",2.53,0.949840459984872,0.00194987714783344,0.94726196171701,0.949266779384031,0.949355736013592,0.950827697727352,0.952490125082373
