"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",1.77,0.9790795275,0.000596085297305924,0.978582194605195,0.978761841895165,0.978877154227287,0.9790810209492,0.980095425823152
"2","brick_sst",10.2,0.879770725900016,0.00169992270313545,0.878002547822637,0.879209675523029,0.879483608279994,0.879560240379551,0.882597557494867
"3","brick_tbtm",9.88,0.883534600889984,0.00344920483986474,0.878909948462081,0.880817956234837,0.885322947701788,0.88599117356282,0.886630978488393
"4","brick_sss",18.41,0.782950406934467,0.00163815338606792,0.780746437505208,0.782059010982329,0.78337150969428,0.783472384806444,0.785102691684074
"5","brick_sbtm",22.68,0.732538542317397,0.00277009169861964,0.729610285001859,0.731518847103873,0.731984538301501,0.732483177594507,0.737095863585246
"6","brick_mld",3.64,0.957048968549878,0.0010185876916684,0.9555752848252,0.956667581128096,0.957024628681218,0.957806742551764,0.958170605563114
"7","dfs",23.65,0.721148608866544,0.00717138459182234,0.715641574838012,0.717175413669465,0.719254592147703,0.720078243797487,0.733593219880051
"8","brick_u",1.62,0.980885841188302,0.000740519274674639,0.979815641535091,0.980579701091593,0.981066462462411,0.98116204008769,0.981805360764727
"9","brick_v",5,0.941015621962725,0.00318043158266651,0.935798204033683,0.941423536669546,0.941427414178899,0.941943015299951,0.944485939631545
"10","brick_xbtm",3.15,0.962804638790983,0.00174933164943515,0.959818656089624,0.962781175603951,0.963446087855704,0.963755355952156,0.964221918453478
