"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.787671232876712,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.931387721491974,"Preprocessor1_Model1"
"3","roc_auc","binary",0.865634365634366,"Preprocessor1_Model1"
"4","tss_max","binary",0.616183816183816,"Preprocessor1_Model1"
