"","var","importance","mean","sd","min","q25","med","q75","max"
"1","tbtm",67.19,0.0911725400883301,0.136438342570748,-0.0523150244722246,-0.0507243757554258,0.133806248039075,0.177500333193109,0.247595519437117
"2","xbtm",31.95,0.567801264904105,0.0777810201374884,0.440644368046541,0.546198861967562,0.609729877006962,0.614159636514021,0.628273580985437
"3","sbtm",0.86,0.988373439313334,0.00344693913080458,0.983299464453677,0.98661385088135,0.989611533924915,0.990306109488843,0.992036237817887
"4","sst",0,1,0,1,1,1,1,1
"5","mld",0,1,0,1,1,1,1,1
"6","sss",0,1,0,1,1,1,1,1
"7","u",0,1,0,1,1,1,1,1
"8","v",0,1,0,1,1,1,1,1
"9","log_depth",0,1,0,1,1,1,1,1
"10","dfs",0,1,0,1,1,1,1,1
"11","fish_biomass",0,1,0,1,1,1,1,1
