"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",12.78,0.86885591543102,0.013043633237618,0.852689782594421,0.858111938845694,0.872544578609509,0.877261598027983,0.883671679077493
"2","brick_sst",43.1,0.557895916008291,0.0216473508608613,0.535655652234225,0.543688758165673,0.556887809987254,0.561204795668298,0.592042563986003
"3","brick_tbtm",7.83,0.919634142823339,0.00560564261089895,0.910868750992979,0.918146151315326,0.920274975632599,0.924307239392055,0.924573596783736
"4","brick_sss",0,1,0,1,1,1,1,1
"5","brick_sbtm",0.73,0.992468187918502,0.000200124565936311,0.992213280067058,0.992311106073425,0.992542674325798,0.992573519578911,0.99270035954732
"6","brick_mld",0,1,0,1,1,1,1,1
"7","dfs",21.43,0.780123491730436,0.021499239809739,0.755205748640932,0.767056137479172,0.776088728137577,0.792242249381103,0.810024595013396
"8","vel_mag",0,1,0,1,1,1,1,1
"9","brick_xbtm",14.11,0.855222621069321,0.0115828290002309,0.841949300777703,0.851561826107871,0.851990140870085,0.857142875705611,0.873468961885333
