"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.893939393939394,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.630627043063314,"Preprocessor1_Model1"
"3","roc_auc","binary",0.830508474576271,"Preprocessor1_Model1"
"4","tss_max","binary",0.619854721549637,"Preprocessor1_Model1"
