"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.914285714285714,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.950195342607309,"Preprocessor1_Model1"
"3","roc_auc","binary",0.916470588235294,"Preprocessor1_Model1"
"4","tss_max","binary",0.705882352941177,"Preprocessor1_Model1"
