"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.978947368421053,"Preprocessor1_Model1"
"2","boyce_cont","binary",-0.110460361463303,"Preprocessor1_Model1"
"3","roc_auc","binary",0.956989247311828,"Preprocessor1_Model1"
"4","tss_max","binary",0.903225806451613,"Preprocessor1_Model1"
