"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.7847533632287,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.94148940144208,"Preprocessor1_Model1"
"3","roc_auc","binary",0.872929344151454,"Preprocessor1_Model1"
"4","tss_max","binary",0.581727518593644,"Preprocessor1_Model1"
