"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",6.46,0.678387259103079,0.0143323216946633,0.659825040443624,0.669904861504853,0.678972008832973,0.686385053727721,0.696849331006224
"2","brick_sst",9.14,0.544995408703936,0.0129451115108418,0.524923176637192,0.544698671792775,0.545916206436999,0.548500268316346,0.56093872033637
"3","brick_tbtm",9.44,0.529989074841734,0.0169650420781791,0.508356964815473,0.522471895702017,0.527540929744105,0.537990289039578,0.553585294907496
"4","brick_sss",7.87,0.608113170736325,0.00899444996226323,0.597872547415246,0.603256124499402,0.604498857126919,0.615597420290939,0.619340904349121
"5","brick_sbtm",13.06,0.349664453102785,0.00867029668718359,0.339882181809616,0.341250506756892,0.351989533897257,0.356404956518529,0.35879508653163
"6","brick_mld",13.62,0.321939027430971,0.0155651550763508,0.305389542572734,0.307876844880791,0.32653625023405,0.326640960410189,0.343251539057093
"7","dfs",4.94,0.754246549905961,0.0282813580194137,0.717271135137872,0.73454168396258,0.760809017038919,0.77079328268519,0.787817630705242
"8","vel_mag",15.98,0.204620289168063,0.0138366860068994,0.186088337547595,0.19770505361313,0.203782650775674,0.213993475285285,0.221531928618632
"9","brick_xbtm",19.49,0.0300050629442296,0.00549883212384086,0.0246120531633921,0.0259508957982935,0.0281843230587106,0.0335617966650992,0.0377162460356527
