"","var","importance","mean","sd","min","q25","med","q75","max"
"1","month",1.15,0.983228443759257,0.000679039307517539,0.982656300510653,0.982766743787248,0.98278025335218,0.983920591944389,0.984018329201813
"2","log_depth",0.29,0.995801133597642,0.000150551944753727,0.995540639700622,0.995824279757767,0.995850152176407,0.99586263336232,0.995927962991095
"3","brick_sst",25.22,0.630942801729304,0.00833556530079274,0.617460263877977,0.630120442648817,0.631502297746438,0.637227949967861,0.638403054405425
"4","brick_tbtm",0.25,0.996303416292074,0.00019472808413104,0.996149181794655,0.996150205752538,0.996259545740198,0.996336283311963,0.996621864861014
"5","brick_sss",0.06,0.99917881428589,5.35727312417573e-05,0.999092280771282,0.999164433435581,0.999196313814925,0.999220378201491,0.99922066520617
"6","brick_sbtm",1.23,0.982051913725808,0.000899186761653949,0.980620316642553,0.981988262915113,0.982106554888163,0.982507673937595,0.983036760245616
"7","brick_mld",28.17,0.587735966883938,0.0190890070427703,0.559076252029383,0.581529606866519,0.592367327654729,0.595135029811924,0.610571618057137
"8","dfs",21,0.69272119190365,0.00834621886815051,0.680502333035365,0.689570331636886,0.692880948135965,0.698963815598863,0.701688531111172
"9","vel_mag",13.12,0.808016334973448,0.0148164244532121,0.795760148591644,0.798530136460132,0.803238362802679,0.809800234058427,0.832752792954359
"10","brick_xbtm",9.52,0.86075539500236,0.010702876896874,0.843158957790145,0.861111321548649,0.862272219217147,0.865261117274856,0.871973359181004
