"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.982774252039891,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.876605373465157,"Preprocessor1_Model1"
"3","roc_auc","binary",0.911260231102552,"Preprocessor1_Model1"
"4","tss_max","binary",0.651059220028888,"Preprocessor1_Model1"
"5","brier_class","binary",0.0171467098786928,"Preprocessor1_Model1"
