"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",0,1,0,1,1,1,1,1
"2","brick_sst",4.94,0.952562294202605,0.00319735824168152,0.949339637651211,0.950765091572842,0.9524162747896,0.952507765597687,0.957782701401684
"3","brick_tbtm",0,1,0,1,1,1,1,1
"4","brick_sss",0,1,0,1,1,1,1,1
"5","brick_sbtm",0,1,0,1,1,1,1,1
"6","brick_mld",0,1,0,1,1,1,1,1
"7","dfs",95.06,0.087955162337804,0.0854419119651801,-0.0397764653819928,0.0561885312212413,0.103990512504748,0.133910094683531,0.185463138661492
"8","brick_u",0,1,0,1,1,1,1,1
"9","brick_v",0,1,0,1,1,1,1,1
"10","brick_xbtm",0,1,0,1,1,1,1,1
