"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",0.1,0.999374820361558,0.00025660584633267,0.998984196985329,0.999280067343909,0.999413031474876,0.999584564616306,0.99961224138737
"2","brick_sst",4.76,0.970879515209409,0.00760604296885638,0.961371472365264,0.968152187412615,0.968376257232894,0.975192158479207,0.981305500557067
"3","brick_tbtm",0.02,0.999870831389151,2.44422839127769e-05,0.999847468340588,0.999855616151939,0.999867199541835,0.999873117216773,0.999910755694619
"4","brick_sss",34.98,0.786028796234726,0.0892969742698579,0.678017988363238,0.717079209459977,0.787549121730294,0.86728748419583,0.88021017742429
"5","brick_sbtm",1.17,0.992851231614158,0.000957125286016282,0.992262946160845,0.992422081675529,0.992476172416697,0.99254151772279,0.994553440094931
"6","brick_mld",0.19,0.998859591615577,0.000482413285331283,0.998190350032552,0.998564207698868,0.999053864188733,0.999069709933766,0.999419826223966
"7","dfs",38.59,0.763952930614857,0.032569001285974,0.728895335169696,0.742460137731234,0.751796230926145,0.793623157664181,0.802989791583027
"8","brick_u",13.16,0.919527599361491,0.00406389542906881,0.914933991681841,0.91558794913321,0.921037447791636,0.921922360464931,0.924156247735836
"9","brick_v",4.83,0.970465723785892,0.0108249250417238,0.95957297722491,0.963670738265982,0.96550743993698,0.978405932960933,0.985171530540653
"10","brick_xbtm",2.2,0.986516559023835,0.00464063316575627,0.980442819992722,0.983747730867368,0.987677358241125,0.988040877108683,0.992674008909274
