"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.958333333333333,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.834750674999734,"Preprocessor1_Model1"
"3","roc_auc","binary",0.987488415199259,"Preprocessor1_Model1"
"4","tss_max","binary",0.951807228915662,"Preprocessor1_Model1"
