"","var","importance","mean","sd","min","q25","med","q75","max"
"1","brick_sst",29.23,0.663875154911015,0.00706653247841421,0.653003612308322,0.660924942053543,0.666817347334865,0.667732155898291,0.670897716960052
"2","dfs",15.56,0.821024631777789,0.00641566889818827,0.811628495966187,0.817874120626623,0.822199258104616,0.826269639113229,0.827151645078291
"3","fish_biomass",13.96,0.839507618173431,0.00474382339538559,0.834640171783973,0.837553286824117,0.83803111620598,0.840058618566488,0.847254897486599
"4","brick_tbtm",12.74,0.853488101242253,0.00424589339684953,0.848216946891579,0.850177346439689,0.855003685664851,0.855274722932858,0.858767804282288
"5","brick_sss",11.21,0.8711332615938,0.00344964549728863,0.868251096395923,0.868534013970752,0.869226994850995,0.873928632057545,0.875725570693783
"6","brick_v",3.75,0.956832247803788,0.00151076466963386,0.955399983977374,0.955550994981089,0.956702034131769,0.957424566578104,0.959083659350605
"7","brick_mld",3.68,0.957634372029308,0.00141510405633339,0.956262929347603,0.956671334466728,0.957066441941867,0.958507976929506,0.959663177460835
"8","brick_u",3.57,0.958949166549421,0.00130697187188967,0.957380466175714,0.95767794415353,0.959753037891752,0.959831337908861,0.960103046617246
"9","brick_depth",2.79,0.96787805890669,0.000462877624466306,0.96736123086006,0.967531601427494,0.967971395554789,0.967976017318805,0.968550049372299
"10","brick_xbtm",1.55,0.982144382641753,0.000312196762103711,0.981706969001325,0.981921638017147,0.982318415348324,0.982372034382799,0.982402856459172
"11","log_depth",1.37,0.984251835619903,0.000786609595855319,0.983106662164601,0.984021161917857,0.984218524695253,0.984715154264342,0.98519767505746
"12","brick_sbtm",0.57,0.993413223446719,0.000253519193761832,0.992998155753349,0.993388968651484,0.993449927580674,0.993584362456229,0.993644702791857
