"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",14.81,0.861839139527692,0.00148443560129552,0.859702484942532,0.861227882124875,0.861971199260289,0.862679900532098,0.863614230778667
"2","brick_tbtm",15.4,0.856332413039703,0.00268318671949338,0.853336372765151,0.854613229186607,0.856472360579027,0.856834001195208,0.86040610147252
"3","brick_mld",16.59,0.845244882738646,0.00239787374671288,0.842303762458058,0.84394113025597,0.844630776250561,0.847191015085228,0.848157729643412
"4","brick_sss",11.53,0.892440179639178,0.0017666052040373,0.890626349174538,0.891263845501656,0.892278436334536,0.892829455412302,0.895202811772857
"5","brick_sbtm",11.97,0.888351954979269,0.00175281299461131,0.886116543736267,0.887605421599473,0.88810466707321,0.889112195625888,0.890820946861509
"6","gseal",14.04,0.869051176479982,0.00254371250845211,0.864790565510318,0.869565025152315,0.86960123638308,0.869636357401653,0.871662697952544
"7","hseal",15.65,0.854063264447527,0.00308906532211546,0.851659797660509,0.851785777030471,0.852465852156634,0.855630024759476,0.858774870630544
