"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",18.64,0.535333690951658,0.0156842963106743,0.512642090350107,0.531398606140283,0.538140117067938,0.538243360370488,0.556244280829472
"2","brick_sst",34.4,0.142450773804668,0.0547166783622493,0.0752787137671222,0.115009623555747,0.145435862341946,0.152882705813815,0.22364696354471
"3","brick_tbtm",8.47,0.788774222832326,0.0182989244379594,0.762401195367477,0.78527547446866,0.789330489685785,0.793391664612443,0.813472290027263
"4","brick_sss",0,1,0,1,1,1,1,1
"5","brick_sbtm",9.69,0.758500050579164,0.00743579350977738,0.750857508906051,0.752833631398481,0.757767013899679,0.761551089598661,0.769491009092949
"6","brick_mld",11.25,0.7194534461067,0.0109524091712788,0.703643160089457,0.713693658171558,0.721398499446074,0.728861718802376,0.729670194024036
"7","dfs",10.02,0.750081053755744,0.0175032931538615,0.730614181501007,0.735085963156387,0.74936383559239,0.766587261360798,0.768754027168136
"8","brick_u",3.64,0.909239350542202,0.00439048962699833,0.904887504679005,0.906254701606007,0.907850835967136,0.911449178064545,0.915754532394314
"9","brick_v",3.4,0.915123139564568,0.00898285091295886,0.902823792939644,0.913673653254853,0.915024837121662,0.915984106256926,0.928109308249753
"10","brick_xbtm",0.48,0.988017793732702,0.00155274511007984,0.986041719366126,0.987275818359325,0.987578459659157,0.989521915372189,0.989671055906715
