"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.806666666666667,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.944766315343588,"Preprocessor1_Model1"
"3","roc_auc","binary",0.896459330143541,"Preprocessor1_Model1"
"4","tss_max","binary",0.674641148325359,"Preprocessor1_Model1"
