"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.930434782608696,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.926909168968414,"Preprocessor1_Model1"
"3","roc_auc","binary",0.946578631452581,"Preprocessor1_Model1"
"4","tss_max","binary",0.75750300120048,"Preprocessor1_Model1"
