"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.630952380952381,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.865704579606363,"Preprocessor1_Model1"
"3","roc_auc","binary",0.826720647773279,"Preprocessor1_Model1"
"4","tss_max","binary",0.611336032388664,"Preprocessor1_Model1"
