"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.95,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.529772932987328,"Preprocessor1_Model1"
"3","roc_auc","binary",0.972350230414747,"Preprocessor1_Model1"
"4","tss_max","binary",0.935483870967742,"Preprocessor1_Model1"
