"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.95910780669145,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.910404148053499,"Preprocessor1_Model1"
"3","roc_auc","binary",0.879889006342495,"Preprocessor1_Model1"
"4","tss_max","binary",0.633632840028189,"Preprocessor1_Model1"
"5","brier_class","binary",0.0336691646148284,"Preprocessor1_Model1"
