"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.946096654275093,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.825486203624102,"Preprocessor1_Model1"
"3","roc_auc","binary",0.923075229034531,"Preprocessor1_Model1"
"4","tss_max","binary",0.692124735729387,"Preprocessor1_Model1"
"5","brier_class","binary",0.0453538422516674,"Preprocessor1_Model1"
