"","var","importance","mean","sd","min","q25","med","q75","max"
"1","month",0.88,0.978563012711461,0.000207973369552583,0.978320376302358,0.97842741860867,0.97853967604606,0.978678412451678,0.978849180148539
"2","log_depth",0.74,0.981998323756696,0.000955522539682592,0.980743555618751,0.981278187868163,0.982371932958291,0.982536866110243,0.983061076228031
"3","brick_sst",2.55,0.937834216291238,0.00238232102080427,0.933931495846675,0.937664542489179,0.938411329446208,0.938874664087987,0.940289049586139
"4","brick_tbtm",1.94,0.952741362544117,0.00129008108999514,0.95147201672542,0.95163629705517,0.952591116345678,0.953449026240082,0.954558356354237
"5","brick_sss",0.14,0.996555101885444,0.000169295684069054,0.996335400129978,0.996471382817693,0.996560607538694,0.996617574401047,0.996790544539808
"6","brick_sbtm",1.45,0.964697655178851,0.00128118834692393,0.96303133058388,0.963875063821427,0.964855207248501,0.96543320418,0.966293470060446
"7","brick_mld",6.19,0.849236404060417,0.00724625163442174,0.838419245704193,0.845090668042653,0.853626894693167,0.853943667016018,0.855101544846057
"8","dfs",35.85,0.126922013075131,0.0132240291287998,0.10414731739638,0.12804888672846,0.130623028036247,0.134345945009775,0.137444888204794
"9","vel_mag",20.44,0.502223691897087,0.012351329337106,0.488901099779357,0.493787527789232,0.501494028525681,0.506113851676588,0.520821951714579
"10","brick_xbtm",29.82,0.273865868245334,0.00643251511574805,0.267155311674593,0.267819633097845,0.274282738494684,0.278085205723527,0.281986452236019
