"","var","importance","mean","sd","min","q25","med","q75","max"
"1","month",8.71,0.565277948603784,0.0276400752340686,0.533053134019066,0.545516281936173,0.560663033568479,0.592204525275394,0.594952768219807
"2","log_depth",10.83,0.45910137119646,0.0104067965831647,0.447314132631855,0.448525727253121,0.463401858537461,0.467498860745922,0.468766276813943
"3","brick_sst",8.04,0.598482462554989,0.0114771019605381,0.580797633153788,0.596389611000183,0.599462775451548,0.603872984742047,0.611889308427377
"4","brick_tbtm",2.97,0.851768863404505,0.00724128296131305,0.843703801835429,0.846228915153444,0.850398981154104,0.859192288647559,0.859320330231991
"5","brick_sss",7.76,0.612745817782597,0.0144002736308852,0.597450887993689,0.599536152088,0.614767699204457,0.620230165996018,0.631744183630822
"6","brick_sbtm",13.16,0.342940061106562,0.0127259124816984,0.328777412918915,0.333841525753653,0.340016118945494,0.353478059126923,0.358587188787826
"7","brick_mld",1.6,0.919910428514097,0.0131554648661472,0.908026855993744,0.910985227375075,0.916925304578026,0.922336348702046,0.941278405921592
"8","dfs",18.88,0.0572426928560932,0.027621553765354,0.018631083460936,0.0434695025772747,0.0648783992286052,0.0671332679502681,0.0921012110633823
"9","vel_mag",13.03,0.349161610524486,0.0148882087657464,0.332472918031136,0.333616248341569,0.356277560399501,0.361291733183171,0.362149592667054
"10","brick_xbtm",15.02,0.249794500172104,0.0200815156430997,0.227252342922757,0.229359390576353,0.259884047043846,0.261509380044021,0.270967340273542
