"","var","importance","mean","sd","min","q25","med","q75","max"
"1","gseal",35.51,0.361154889598964,0.0209561350033273,0.343374712072865,0.344666279888688,0.352194643655985,0.37399533210918,0.391543480268103
"2","hseal",18.31,0.670489957586562,0.0159072302213183,0.651960169430102,0.656959007073076,0.672198765901733,0.682335730701474,0.688996114826422
"3","sbtm",18.17,0.673051578726664,0.00540592377158376,0.666771714278485,0.668221233760229,0.674078547736865,0.677035705798881,0.679150692058859
"4","mld",10.74,0.806764412429874,0.0060606889796128,0.798688290194624,0.804403116759344,0.805091532466077,0.812810860507567,0.812828262221757
"5","sss",9.57,0.827769288627649,0.00403772129394296,0.824298005065886,0.82439492325338,0.825908049249662,0.831671369479534,0.832574096089785
"6","log_depth",5.47,0.901493665596748,0.00331497140005304,0.897294852306699,0.899356884256135,0.901411314492623,0.903941560754995,0.905463716173287
"7","tbtm",2.22,0.96000061566474,0.000512601307959219,0.95928380658931,0.959818899771228,0.959938715730193,0.960340890831259,0.960620765401712
