"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",0.48,0.996239343997072,0.000158948060639238,0.996144735736742,0.996164236630505,0.996175370509214,0.996190254537201,0.996522122571701
"2","brick_sst",0.27,0.997880313494325,4.93546522803323e-05,0.997842980080092,0.99785061641237,0.997858925332335,0.997885143620262,0.997963902026565
"3","brick_tbtm",0.53,0.995910148454942,0.000201937860923211,0.995620268158458,0.995787247407853,0.995996583719551,0.996032958092455,0.996113684896391
"4","brick_sss",31.5,0.755515774936759,0.00925574631042257,0.739982921094983,0.755007445915819,0.758932357259573,0.759616276388611,0.764039874024808
"5","brick_sbtm",2.81,0.978160662138279,0.000991004456449476,0.976649527784366,0.977946627406758,0.978267029916388,0.978597605755213,0.97934251982867
"6","brick_mld",1.66,0.98714463318042,0.000376746263376652,0.986624163316181,0.987013858416158,0.987162677803764,0.987262533236308,0.987659933129687
"7","dfs",62.52,0.514814265413844,0.0124006527796234,0.500423018147466,0.503282939923395,0.520190329250878,0.5209016080723,0.529273431675184
"8","brick_u",0.02,0.999868088498232,4.80597367361718e-06,0.999862873149466,0.999866030759364,0.999866302747061,0.999869725237883,0.999875510597388
"9","brick_v",0.2,0.998425674894949,5.94277111883361e-05,0.998353075970792,0.998399512141349,0.998403448639523,0.998472780965045,0.998499556758038
"10","brick_xbtm",0,0.999994650603938,3.90086444231175e-07,0.999994270900443,0.999994311231109,0.999994671928055,0.999994769874633,0.999995229085448
