"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.624378109452736,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.913066922614137,"Preprocessor1_Model1"
"3","roc_auc","binary",0.734231200897868,"Preprocessor1_Model1"
"4","tss_max","binary",0.368855218855219,"Preprocessor1_Model1"
