"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.860696517412935,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.969306000905908,"Preprocessor1_Model1"
"3","roc_auc","binary",0.909736251402918,"Preprocessor1_Model1"
"4","tss_max","binary",0.68989898989899,"Preprocessor1_Model1"
