"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",7.72,0.982228137904372,0.000719091493235134,0.981112089201191,0.981891182654689,0.982659484033527,0.982713325863645,0.982764607768811
"2","brick_sst",7.25,0.983318920092941,0.00145926679526088,0.981159208464471,0.982740328751509,0.983565385947542,0.984144514645573,0.984985162655612
"3","brick_tbtm",9.37,0.97843468033124,0.00341778009066694,0.973682947182039,0.977011669720896,0.978599593194992,0.980019256748551,0.982859934809723
"4","brick_sss",9.89,0.977235288522691,0.00111122966674255,0.975771138770635,0.976362581279189,0.977644676200128,0.978132668818299,0.978265377545206
"5","brick_sbtm",9.3,0.978597208134452,0.00148109204694559,0.977289339223935,0.977767543605373,0.97825867653717,0.978571196030969,0.981099285274811
"6","brick_mld",6.72,0.984537111791154,0.000791618473072328,0.983200237486165,0.984425034654752,0.984960411939768,0.985020939741141,0.985078935133942
"7","dfs",31.25,0.928077934890237,0.00298518028902227,0.92508653083133,0.925605380121791,0.927868153084046,0.929424250727852,0.932405359686168
"8","brick_u",3.53,0.991879802295884,0.00129653796915794,0.990027490162052,0.991423082582266,0.991911555205014,0.992523274240248,0.993513609289841
"9","brick_v",9.42,0.97831183591729,0.00153640900932942,0.975812867554505,0.977963120850206,0.978828947175504,0.979261973074967,0.979692270931267
"10","brick_xbtm",5.56,0.987206079579194,0.00260227381625716,0.983320884532264,0.986577328775304,0.987600928472129,0.988049514903337,0.990481741212935
