"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",0,1,0,1,1,1,1,1
"2","brick_sst",54.4,0.228792160317197,0.0522554172299161,0.160526010938293,0.193035346956712,0.236028306301226,0.266061452791787,0.288309684597969
"3","brick_tbtm",4.46,0.936808376881459,0.0127117374560343,0.917519346967422,0.931532893967044,0.941546397333871,0.943016090461095,0.950427155677865
"4","brick_sss",0,1,0,1,1,1,1,1
"5","brick_sbtm",6,0.91494946838924,0.0146205002794003,0.897382507551376,0.902071584560125,0.918565708020905,0.92641006986266,0.930317471951133
"6","brick_mld",0.3,0.995687334669498,0.000744082314068979,0.995029178036446,0.995289062349081,0.99556595966914,0.995600034014775,0.996952439278047
"7","dfs",21.55,0.694408940813997,0.0322250735696868,0.64902922213287,0.672761140565107,0.707515271609266,0.720949909306279,0.72178916045646
"8","brick_u",9.11,0.870839678809393,0.00616902496994887,0.862457429475567,0.866382221338773,0.872938326073225,0.876151280839684,0.876269136319717
"9","brick_v",0.39,0.994405531675868,0.00083007656137338,0.99352589854468,0.993559593228681,0.994555420649921,0.995155375940455,0.995231370015603
"10","brick_xbtm",3.78,0.946340280420556,0.00577691126710772,0.940342531943273,0.941521978440899,0.946112391250228,0.949286831853718,0.95443766861466
