"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.900900900900901,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.853949435239755,"Preprocessor1_Model1"
"3","roc_auc","binary",0.965949820788531,"Preprocessor1_Model1"
"4","tss_max","binary",0.869175627240143,"Preprocessor1_Model1"
