"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.941680960548885,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.962580901827461,"Preprocessor1_Model1"
"3","roc_auc","binary",0.875241080038573,"Preprocessor1_Model1"
"4","tss_max","binary",0.633424408014572,"Preprocessor1_Model1"
