"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.941680960548885,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.812564172831604,"Preprocessor1_Model1"
"3","roc_auc","binary",0.824239258544948,"Preprocessor1_Model1"
"4","tss_max","binary",0.563296903460838,"Preprocessor1_Model1"
