"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.943396226415094,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.976230128499269,"Preprocessor1_Model1"
"3","roc_auc","binary",0.848039215686274,"Preprocessor1_Model1"
"4","tss_max","binary",0.603101896496304,"Preprocessor1_Model1"
