"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.807339449541284,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.862764804744152,"Preprocessor1_Model1"
"3","roc_auc","binary",0.891379310344828,"Preprocessor1_Model1"
"4","tss_max","binary",0.684051724137931,"Preprocessor1_Model1"
