"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.718181818181818,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.103905302313464,"Preprocessor1_Model1"
"3","roc_auc","binary",0.779054916985952,"Preprocessor1_Model1"
"4","tss_max","binary",0.622392507449979,"Preprocessor1_Model1"
