"","var","importance","mean","sd","min","q25","med","q75","max"
"1","sst",57.07,0.306005636543178,0.0871441421243701,0.158578172896207,0.313084685045572,0.31622040611102,0.367933057444113,0.374211861218978
"2","dfs",30.04,0.634752328791381,0.0612536272766101,0.587728568455103,0.61134948692572,0.6134446097074,0.619026110605288,0.742212868263394
"3","fish_biomass",9.49,0.88456840358467,0.0141893936053093,0.872109781197333,0.875601439472545,0.876334923903445,0.893825165580179,0.904970707769848
"4","xbtm",2.49,0.969684636440124,0.00462088875781948,0.965499359226031,0.965726082854483,0.969628932717734,0.97073444684043,0.976834360561941
"5","u",0.72,0.991233327385055,0.00264964304836495,0.987588666700989,0.990559132908368,0.990734668661612,0.992525960923145,0.994758207731161
"6","tbtm",0.18,0.99779711114884,0.000334245912419737,0.997388330922871,0.997649305875376,0.997661720344727,0.998133420052196,0.998152778549027
"7","mld",0,1,0,1,1,1,1,1
"8","sss",0,1,0,1,1,1,1,1
"9","sbtm",0,1,0,1,1,1,1,1
"10","v",0,1,0,1,1,1,1,1
"11","depth",0,1,0,1,1,1,1,1
"12","log_depth",0,1,0,1,1,1,1,1
