"","var","importance","mean","sd","min","q25","med","q75","max"
"1","dfs",38.77,0.62876856602426,0.0107376017690218,0.615382272832293,0.624896033967529,0.628793012082604,0.629688921646939,0.645082589591937
"2","brick_tbtm",21.25,0.796529036422021,0.00680123754507176,0.785548853372318,0.795632742811393,0.797191119374936,0.801723983601687,0.802548482949773
"3","brick_mld",8.59,0.917767086500635,0.004526900234841,0.91271636758238,0.914119935026461,0.918115765081287,0.919918844206065,0.923964520606984
"4","log_depth",8.51,0.918499763423926,0.00204192200704063,0.91540494265786,0.917871427644517,0.918585234146888,0.920116893433444,0.920520319236919
"5","brick_sbtm",6.57,0.937090930776178,0.00334580929102733,0.933337272602332,0.934341163628481,0.937150267378297,0.939226713277315,0.941399236994467
"6","fish_biomass",4.92,0.952923193423582,0.00109421930934971,0.951762084918364,0.951826556370444,0.953082924488556,0.953894318129627,0.954050083210918
"7","brick_sst",4.49,0.957006676215771,0.000699238138505837,0.95635180601113,0.956514166934458,0.956864279158442,0.957186657597526,0.958116471377296
"8","brick_depth",2.47,0.976306592084587,0.000728589423091539,0.975431771575649,0.975876157254838,0.976147210895662,0.976845516085483,0.977232304611303
"9","brick_sss",2.46,0.976472754716261,0.00123457215945525,0.975342886836973,0.975742389605701,0.975997405844884,0.976824086467403,0.978457004826343
"10","brick_u",1.26,0.987980640800099,0.00108153262553561,0.986564729823562,0.987335874183889,0.987917999149841,0.989033437089125,0.98905116375408
"11","brick_xbtm",0.49,0.995326668002785,8.51654255434817e-05,0.995206791255537,0.995292454688482,0.995333096059833,0.995364944401108,0.995436053608966
"12","brick_v",0.23,0.997810966034426,0.00012413455872065,0.99764850060552,0.997722844588989,0.997838816383613,0.997891546895601,0.997953121698407
