"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.969174977334542,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.839001301205095,"Preprocessor1_Model1"
"3","roc_auc","binary",0.888405876850272,"Preprocessor1_Model1"
"4","tss_max","binary",0.686430418753095,"Preprocessor1_Model1"
"5","brier_class","binary",0.0266620891079467,"Preprocessor1_Model1"
"6","pr_auc","binary",0.196391124261873,"Preprocessor1_Model1"
