"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",12.31,0.758239184098702,0.0110128439604223,0.742875957278039,0.754430007219731,0.757340180739197,0.764252856807855,0.772296918448689
"2","brick_sst",11.62,0.771754646745499,0.0167077184049257,0.754633729137779,0.759218110410768,0.765880467520413,0.788997780420509,0.790043146238025
"3","brick_tbtm",9.58,0.811963098673146,0.00742516942512243,0.805191582260621,0.80657801209412,0.809497821837552,0.815230358501537,0.823317718671898
"4","brick_sss",7.66,0.849640868602512,0.00782393199865286,0.840162060291682,0.845056816401021,0.848284859065161,0.854773021393191,0.859927585861505
"5","brick_sbtm",20.74,0.592654503465649,0.017732661719936,0.575020739898035,0.575534875035173,0.595089763440012,0.600889033161603,0.616738105793423
"6","brick_mld",17.09,0.664448823843671,0.0113978088479835,0.646389500761698,0.662802698501676,0.665022742213793,0.672084018498413,0.675945159242775
"7","dfs",18.1,0.644621658845735,0.00743966422134262,0.634277887586679,0.641077400252801,0.646635936429399,0.646864706923318,0.65425236303648
"8","brick_u",1.16,0.977218746304292,0.00204650844696282,0.97463978986453,0.976457692121152,0.977227675363281,0.977474599960448,0.980293974212047
"9","brick_v",0.06,0.998778731878289,0.000142345112780879,0.99854990895966,0.998735553724755,0.998836512378134,0.998869403938676,0.998902280390221
"10","brick_xbtm",1.68,0.966949011401696,0.00337542298136984,0.961324337039904,0.9662327470047,0.968945753561674,0.969099620726663,0.96914259867554
