"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",9.67,0.819439137602453,0.00492292096674845,0.814921544988895,0.815200160404033,0.817669307831312,0.824583612590324,0.824821062197703
"2","brick_sst",10.29,0.807787144363891,0.00286796809278308,0.803064702521299,0.807567340816987,0.80846855470298,0.809207098781193,0.810628024996998
"3","brick_tbtm",0.02,0.999628377073004,1.14364889860471e-05,0.99961441239304,0.999623890074191,0.999624566756879,0.999634727329981,0.99964428881093
"4","brick_sss",1.57,0.970733765545566,0.000653560380207443,0.970169531680679,0.970183859363031,0.97053681872018,0.971081457091955,0.971697160871988
"5","brick_sbtm",16.72,0.687680978601804,0.0116710531079571,0.676070555652838,0.680673748980024,0.682175917506242,0.695287429173908,0.704197241696011
"6","brick_mld",24.17,0.548482794447349,0.0214995663163084,0.519913100588113,0.53988381467865,0.544566654689837,0.561974015040362,0.576076387239783
"7","dfs",31.51,0.411398270670553,0.0108068928820319,0.393847240808361,0.410617295468083,0.414385322416265,0.415080077633568,0.423061417026488
"8","brick_u",5.3,0.900984533106424,0.00436813861390495,0.894547943640969,0.899549543003851,0.901994490313128,0.902381540586409,0.906449147987764
"9","brick_v",0.75,0.986046428872084,0.00143628926776646,0.983561775490715,0.986071680532676,0.986682594050263,0.986884679944202,0.987031414342566
"10","brick_xbtm",0,0.999928565172976,3.44383039950117e-06,0.999924924325495,0.99992534435399,0.999929329797447,0.999930090733892,0.999933136654056
