"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.934819897084048,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.902849334802513,"Preprocessor1_Model1"
"3","roc_auc","binary",0.908500659879336,"Preprocessor1_Model1"
"4","tss_max","binary",0.683281485671192,"Preprocessor1_Model1"
