"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.742268041237113,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.888541721007614,"Preprocessor1_Model1"
"3","roc_auc","binary",0.820870602265951,"Preprocessor1_Model1"
"4","tss_max","binary",0.528324388789505,"Preprocessor1_Model1"
