"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.942857142857143,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.58687215937149,"Preprocessor1_Model1"
"3","roc_auc","binary",0.966145833333333,"Preprocessor1_Model1"
"4","tss_max","binary",0.875,"Preprocessor1_Model1"
