"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.865461847389558,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.904792645416757,"Preprocessor1_Model1"
"3","roc_auc","binary",0.890335640590309,"Preprocessor1_Model1"
"4","tss_max","binary",0.626224369857646,"Preprocessor1_Model1"
