"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",3.3,0.941916061735605,0.00102835896363294,0.941020647719404,0.941184972485447,0.941304484962492,0.94294762718967,0.943122576321012
"2","brick_tbtm",9.94,0.825147607968019,0.00421594670925623,0.821731157205338,0.822211046618802,0.823304681110742,0.82661705970917,0.831874095196043
"3","brick_mld",6.34,0.888561784260235,0.00447549574568302,0.884637235822963,0.885206778313987,0.886921721363831,0.890677183504597,0.895366002295796
"4","brick_sss",34.07,0.400759700450504,0.0138372761078416,0.384088188551703,0.390644801354136,0.400634811718402,0.41078710557987,0.417643595048409
"5","brick_sbtm",6.68,0.88240920318947,0.00373758159841341,0.877496776931356,0.880276948617081,0.882759821102809,0.884227926527008,0.887284542769095
"6","gseal",19.86,0.650603125634891,0.00686646891419818,0.643326294669307,0.645200475806764,0.65181046197232,0.651912575161302,0.660765820564764
"7","hseal",19.81,0.651543774912734,0.0065140857504551,0.641890620967869,0.650188070339047,0.651410416856011,0.654602945979191,0.659626820421551
