"","wflow_id",".metric","mean","std_err","n"
"1","default_glm","boyce_cont",-0.0245308469633319,0.125233861024995,10
"2","default_glm","roc_auc",0.491692208727539,0.034290805274375,10
"3","default_glm","tss_max",0.188554163221311,0.0311403668038264,10
"4","default_rf","boyce_cont",0.294154130477899,0.103362536602658,10
"5","default_rf","roc_auc",0.514413387190471,0.0193121109520835,10
"6","default_rf","tss_max",0.182398252958722,0.033786567826751,10
"7","default_gbm","boyce_cont",0.601351698138386,0.187360826774564,10
"8","default_gbm","roc_auc",0.54611269396182,0.0306194762899111,10
"9","default_gbm","tss_max",0.210217817136407,0.0438694442972289,10
"10","default_maxent","boyce_cont",-0.0523264703543698,0.163486389607539,10
"11","default_maxent","roc_auc",0.499355928021645,0.0339251976389932,10
"12","default_maxent","tss_max",0.194774568976374,0.0272570497579954,10
