"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",0.38,0.997870313209097,0.000136664384291528,0.997682314220003,0.99782737498756,0.997842677225348,0.997958810659804,0.998040388952772
"2","brick_sst",40.42,0.77169331942739,0.0136140588682199,0.759585940707156,0.762939184454109,0.768886448562349,0.772799693685163,0.794255329728171
"3","brick_tbtm",0.27,0.998496575352715,0.000178638315766017,0.998276894850736,0.998362617747671,0.998518627272274,0.998607680963758,0.998717055929135
"4","brick_sss",29.36,0.834148183132434,0.0148872637770899,0.81203983695303,0.831312847095987,0.833150365284215,0.842008745467262,0.852229120861676
"5","brick_sbtm",2.4,0.986460702819489,0.000979378578722046,0.985641194339255,0.985784370169356,0.986014525212271,0.98687362762781,0.987989796748755
"6","brick_mld",2.74,0.98451557030131,0.00211844827442186,0.982526775023724,0.983508969734681,0.983948717450491,0.984519532448632,0.988073856849021
"7","dfs",23.76,0.865803626885423,0.0105034868357155,0.851721616574258,0.859716058676809,0.86568694562189,0.875671385011438,0.876222128542721
"8","brick_u",0.56,0.996813573173252,0.000517957544047334,0.99609579561836,0.996594741599426,0.996745290438711,0.997300823160097,0.997331215049665
"9","brick_v",0,1,0,1,1,1,1,1
"10","brick_xbtm",0.12,0.999333818173893,0.000154510251156177,0.999168586166388,0.999183912217039,0.999363683191205,0.999430968318553,0.999521940976281
