"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",0,1,0,1,1,1,1,1
"2","brick_sst",21.97,0.809166427554955,0.019540415452097,0.782299204942893,0.802904996689367,0.811263880517169,0.812841606258769,0.836522449366577
"3","brick_tbtm",0,1,0,1,1,1,1,1
"4","brick_sss",0,0.999998472287593,7.08423407297091e-07,0.999997357423135,0.999998295181796,0.999998678518175,0.999998790191541,0.999999240123318
"5","brick_sbtm",1.47,0.987270492522204,0.00131543378711196,0.986052870742205,0.986664646527197,0.986812647158098,0.987348135726946,0.989474162456571
"6","brick_mld",0.02,0.999866096384127,2.24373990359275e-05,0.999839032447491,0.999844732875525,0.99987869998174,0.999880517847089,0.999887498768789
"7","dfs",74.16,0.355744972261079,0.0294897851829348,0.331309224888855,0.332757020495768,0.345425506175356,0.367595830751145,0.401637278994269
"8","brick_u",2.4,0.979165488608766,0.00299904964500907,0.97484977159986,0.97821184609964,0.979298005416617,0.980462845343584,0.983004974584128
"9","brick_v",0,1,0,1,1,1,1,1
"10","brick_xbtm",0,1,0,1,1,1,1,1
