"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",3.84,0.983762990084764,0.00109795727240711,0.983032413042537,0.983097464183745,0.983212733856262,0.983828305633782,0.985644033707496
"2","brick_sst",38.5,0.837089332045714,0.00456270810036245,0.830296213901048,0.836045677795096,0.837963317641153,0.838221948989354,0.842919501901917
"3","brick_tbtm",4.42,0.981278443953723,0.00116184153997647,0.979978635276747,0.980505247155532,0.981154516076272,0.981792294955487,0.982961526304578
"4","brick_sss",14.01,0.940705174605934,0.00392192296854424,0.934544382186014,0.939078816917256,0.942748306883204,0.943220632973856,0.943933734069338
"5","brick_sbtm",6.63,0.971951896625454,0.00130540386456377,0.971006889890397,0.971383562579421,0.971519343521316,0.971598208353115,0.974251478783021
"6","brick_mld",4.6,0.980541551281404,0.00195824647378148,0.978106812466555,0.978779452724994,0.981498266774245,0.981895648725443,0.982427575715785
"7","dfs",18.83,0.920334184814399,0.0035430681417245,0.916436128050253,0.917570610872282,0.919891747009989,0.922898419989804,0.924874018149666
"8","brick_u",3.74,0.984187287127336,0.00153206486296453,0.982025194609677,0.983808656073637,0.984080010290671,0.984785538047002,0.986237036615692
"9","brick_v",3.86,0.983650012234363,0.00225263816545618,0.980882520855605,0.981563954540316,0.984800099183492,0.985271142188019,0.985732344404381
"10","brick_xbtm",1.56,0.993407925659208,0.000862679432305062,0.992431226631068,0.992509241182179,0.993898229824302,0.994011955817306,0.994188974841185
