"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",0.78,0.992646605680117,0.000777204879181098,0.991400712705584,0.992674052740375,0.992796234741341,0.992813853744448,0.99354817446884
"2","brick_tbtm",2.02,0.980910377914243,0.00204661784202861,0.977954018486996,0.979768521816617,0.981556539597212,0.982227247670869,0.983045561999521
"3","brick_mld",2.99,0.971798031834002,0.00267846985836762,0.968538734588041,0.969992249035597,0.972290498814181,0.97264976277864,0.97551891395355
"4","brick_sss",22.19,0.790777931672651,0.0433996818772164,0.737029328078618,0.766756249365422,0.788104587344878,0.810684231203156,0.851315262371182
"5","brick_sbtm",0.06,0.999408787473445,8.44265002861351e-05,0.999259770115572,0.999431361610218,0.999435135444924,0.999452059181186,0.999465611015327
"6","gseal",0.21,0.997980869546208,0.000224693332546702,0.997731083932718,0.997801799900041,0.997976902515574,0.99811419555712,0.998280365825586
"7","hseal",71.74,0.323496993698864,0.100974652259364,0.156419354449551,0.307590482921875,0.359537174052394,0.380838149947354,0.413099807123149
