"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",7.7,0.950816044456128,0.00272131333133051,0.946980213679575,0.950209915131017,0.950652347393582,0.951720953369835,0.954516792706631
"2","brick_sst",23.47,0.85014932725753,0.013987340982598,0.828621509397114,0.844949792237401,0.855181494742442,0.85703223330156,0.864961606609133
"3","brick_tbtm",3.52,0.977511476592716,0.00134993332147103,0.976132977464914,0.976607608409606,0.977253337592321,0.977982254780198,0.97958120471654
"4","brick_sss",13.09,0.916458834729396,0.00801781130486045,0.907375864165961,0.912750413393264,0.914448404986484,0.918996636478249,0.928722854623021
"5","brick_sbtm",33.38,0.786894309744279,0.0080776234272031,0.773974628567095,0.784290410988825,0.789955475848626,0.792760185749588,0.79349084756726
"6","brick_mld",1.15,0.992633852263569,0.000264942225997061,0.992308501554476,0.992546292875624,0.992554323242247,0.992739208778872,0.993020934866628
"7","dfs",7.26,0.953645714940541,0.00245348705223697,0.950228551439583,0.9524132025537,0.954208415412721,0.954637065337767,0.956741339958935
"8","brick_u",2.17,0.986163657942706,0.000473242530031902,0.985632363347902,0.985755530988042,0.98618252320387,0.986516874017745,0.986730998155971
"9","brick_v",6.11,0.961004378324585,0.00158833521449523,0.959567118431717,0.960032981692512,0.96017768715694,0.961858916545531,0.963385187796226
"10","brick_xbtm",2.14,0.986368266512747,0.00145837991854956,0.985340380696994,0.985415595329117,0.985688473022709,0.986570943473515,0.988825940041401
