"","wflow_id",".metric","mean","std_err","n"
"1","default_glm","boyce_cont",-0.221500983983117,0.193139629509352,8
"2","default_glm","roc_auc",0.473511876535085,0.0559702364401359,9
"3","default_glm","tss_max",0.224645790999977,0.0885731497417613,9
"4","default_rf","boyce_cont",0.427797632941339,0.197896273094896,7
"5","default_rf","roc_auc",0.519666935413852,0.0626148646932319,9
"6","default_rf","tss_max",0.265815366011748,0.0857787201459334,9
"7","default_gbm","boyce_cont",0.307412717945764,0.225757966513987,6
"8","default_gbm","roc_auc",0.561046998466951,0.0752435433799923,9
"9","default_gbm","tss_max",0.296014027604823,0.108081431768147,9
"10","default_maxent","boyce_cont",-0.248125837797624,0.244430080689271,7
"11","default_maxent","roc_auc",0.444503845339878,0.0591557854312008,9
"12","default_maxent","tss_max",0.196571221747111,0.0898414766199648,9
