"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.937392795883362,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.903244220764431,"Preprocessor1_Model1"
"3","roc_auc","binary",0.82072716790535,"Preprocessor1_Model1"
"4","tss_max","binary",0.547619346025141,"Preprocessor1_Model1"
