"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.883870967741936,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.853797639328094,"Preprocessor1_Model1"
"3","roc_auc","binary",0.9648033126294,"Preprocessor1_Model1"
"4","tss_max","binary",0.823671497584541,"Preprocessor1_Model1"
