"","wflow_id",".metric","mean","std_err","n"
"1","default_glm","boyce_cont",0.30753087140258,0.188505532156789,8
"2","default_glm","roc_auc",0.551294021882257,0.0425802695799043,9
"3","default_glm","tss_max",0.304997326565954,0.0722386232129195,9
"4","default_rf","boyce_cont",0.492831452721349,0.131355767619205,7
"5","default_rf","roc_auc",0.533735146480245,0.0476873126449902,9
"6","default_rf","tss_max",0.232334985276162,0.0613602085962069,9
"7","default_gbm","boyce_cont",0.38708819911258,0.236262970266434,7
"8","default_gbm","roc_auc",0.500499174028586,0.0311367713059742,9
"9","default_gbm","tss_max",0.138890085948909,0.0439813013326003,9
"10","default_maxent","boyce_cont",0.546528502408589,0.114780252901496,8
"11","default_maxent","roc_auc",0.564340779046661,0.0274290546372007,9
"12","default_maxent","tss_max",0.285078247823346,0.0572196288103859,9
