"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",0.35,0.997358753001576,0.000383771719628418,0.996936731884671,0.997084244225305,0.997298079209186,0.997586845675229,0.997887864013487
"2","brick_sst",24.83,0.812373944237322,0.0210732551227576,0.779104812910875,0.812040434382857,0.816563639394728,0.816609797510182,0.837551036987969
"3","brick_tbtm",2.01,0.984778794335988,0.00400858079283086,0.980352823584062,0.982605728497433,0.984118709337632,0.985841225183442,0.99097548507737
"4","brick_sss",7.64,0.942289266342787,0.00451087886729365,0.935551702293554,0.942151487219967,0.942215611600652,0.943331826855899,0.948195703743864
"5","brick_sbtm",1.08,0.991818764060991,0.00151621727196069,0.989842496323806,0.990699851449319,0.992453087071553,0.992497928474035,0.993600456986245
"6","brick_mld",0.64,0.995146202337954,0.00189698202231325,0.993309634750505,0.994532065160119,0.994607712277242,0.994925223492651,0.998356376009252
"7","dfs",42.54,0.678478128795643,0.0576613095161205,0.607147730163554,0.634060539619767,0.6973809526905,0.70249222016626,0.751309201338133
"8","brick_u",17.17,0.870225232068326,0.0270437098265987,0.83523582829678,0.85146396456778,0.872097768885237,0.896044677349628,0.896283921242206
"9","brick_v",1.63,0.987649990309364,0.0016793974592034,0.984678440514459,0.987984505706222,0.988414295395976,0.988556565980497,0.988616143949666
"10","brick_xbtm",2.1,0.984101099933186,0.00385034618212771,0.978393477612249,0.983407926578632,0.983438272696262,0.986978504497403,0.988287318281385
