"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",0,1,0,1,1,1,1,1
"2","brick_sst",18.39,0.815689306096141,0.0170788353483565,0.792225329553049,0.805258845679256,0.818339042181016,0.82883607579422,0.833787237273164
"3","brick_tbtm",0,1,0,1,1,1,1,1
"4","brick_sss",0,1,0,1,1,1,1,1
"5","brick_sbtm",0,1,0,1,1,1,1,1
"6","brick_mld",0,1,0,1,1,1,1,1
"7","dfs",81.61,0.181977876698427,0.0300727351684335,0.139386954695771,0.161594931109777,0.197268788445958,0.202871272780686,0.208767436459942
"8","brick_u",0,1,0,1,1,1,1,1
"9","brick_v",0,1,0,1,1,1,1,1
"10","brick_xbtm",0,1,0,1,1,1,1,1
