"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.957746478873239,"Preprocessor1_Model1"
"2","boyce_cont","binary",-0.730296743340222,"Preprocessor1_Model1"
"3","roc_auc","binary",0.970149253731343,"Preprocessor1_Model1"
"4","tss_max","binary",0.955223880597015,"Preprocessor1_Model1"
