"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",2.72,0.970568757595478,0.00196425897469304,0.968310279077301,0.969176897246336,0.970427394016939,0.971694295424469,0.973234922212346
"2","brick_sst",29.93,0.676184851279139,0.0320159451400835,0.638713182473625,0.655189526695445,0.668478132558529,0.70749973741736,0.711043677250737
"3","brick_tbtm",1.22,0.986795003848539,0.00309214485697731,0.98237134489492,0.984815489487906,0.98818310749739,0.988944830692868,0.989660246669608
"4","brick_sss",1.07,0.988469269744194,0.00121372750054072,0.98713086857119,0.987549526865639,0.988342996437344,0.989216155449504,0.990106801397294
"5","brick_sbtm",2.1,0.977296029915775,0.00232240394199665,0.974055688869392,0.976048847401827,0.977427675366433,0.979387950422091,0.979559987519134
"6","brick_mld",5.38,0.941770990845338,0.0101819041817294,0.932096060587925,0.933072132259657,0.940083130626641,0.947256129441908,0.956347501310561
"7","dfs",43.24,0.532269158749967,0.0257131314324359,0.509083383386462,0.515487343002335,0.51766217677646,0.551717597890009,0.56739529269457
"8","brick_u",4.09,0.95575715500535,0.00840464859624904,0.949729850580596,0.95066514817642,0.95213363450094,0.956111089321844,0.970146052446952
"9","brick_v",4.09,0.955803843957036,0.00517023730603152,0.95068755716228,0.951772106507553,0.953994949425047,0.960509327338832,0.962055279351467
"10","brick_xbtm",6.17,0.933295071315224,0.0124693470107544,0.916349886909331,0.927680238964904,0.931645117538473,0.943464965038956,0.947335148124455
