"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",0.82,0.991244795768853,0.00181418665425948,0.989290640722505,0.989307137885258,0.991970122548321,0.992666118123734,0.992989959564447
"2","brick_sst",25.08,0.733756711893112,0.0551821259736995,0.665646126492621,0.714262486495062,0.714796295274994,0.763336792035101,0.81074185916778
"3","brick_tbtm",0.1,0.99898719754492,0.000262462002320493,0.998613123645589,0.998838359708702,0.999079240966417,0.999124639767975,0.999280623635918
"4","brick_sss",1.07,0.988684249044298,0.00200658667269571,0.985268600789038,0.988521780716008,0.989632870367221,0.989832403965165,0.990165589384055
"5","brick_sbtm",0.38,0.995922671396838,0.00128532746602892,0.993884830200106,0.995612639878431,0.996259378680838,0.996593899881527,0.997262608343285
"6","brick_mld",3.44,0.963498838782789,0.00306087253761325,0.959390502135719,0.962200115637146,0.963924672005837,0.964211390208692,0.96776751392655
"7","dfs",65.38,0.305847262424358,0.122843382804316,0.207830196925189,0.22872658531939,0.241137869871925,0.348775982047981,0.502765677957303
"8","brick_u",2.24,0.976221458325629,0.00591312919325693,0.966320857840923,0.976340078158965,0.976940004283822,0.980410251271508,0.981096100072926
"9","brick_v",0.57,0.993974422979506,0.00189901363661003,0.991760742488621,0.993053719123365,0.993606772559261,0.994627796597024,0.996823084129259
"10","brick_xbtm",0.93,0.990103638409544,0.00264220713209121,0.988137176042525,0.98871741626568,0.989435732234826,0.989505507535862,0.994722359968826
