"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",0,1,0,1,1,1,1,1
"2","brick_sst",4.96,0.949813855999631,0.00667833913938178,0.940950200796695,0.947162020347228,0.94877660425279,0.953546345016309,0.958634109585132
"3","brick_tbtm",3.66,0.962977541701429,0.00260876677852548,0.960992069661202,0.961097062136917,0.961692192883443,0.964000084672868,0.967106299152714
"4","brick_sss",0,1,0,1,1,1,1,1
"5","brick_sbtm",0,1,0,1,1,1,1,1
"6","brick_mld",0.69,0.993024028654184,0.000990259937005047,0.991870361865509,0.992287579176727,0.992935057381311,0.993810047918655,0.994217096928716
"7","dfs",90.68,0.0820808000521162,0.100348914943977,-0.0350042940527006,-0.0202783489033768,0.150386359205728,0.155888894223933,0.159411389786997
"8","brick_u",0.01,0.999895061997303,3.21128726123352e-05,0.999854967162002,0.999879134600366,0.999889679746305,0.999912545981617,0.999938982496223
"9","brick_v",0,1,0,1,1,1,1,1
"10","brick_xbtm",0,1,0,1,1,1,1,1
